query_seq,closest_neighbor,min_dist,neighborhood_mean,neighborhood_median
G000999475,['G000998425'],0.00271444,0.20914209899999997,0.263022
G000999505,['G000995235'],0.000508006,0.000937716,0.000843507
G000999585,['G000995235'],0.000434439,0.0008745765,0.000793204
G000999595,['G000995665'],0.013257299999999998,0.25589483,0.295981
G000999665,"['G001774165', 'G001775915']",0.00028831,0.0604065082,0.0015096950000000001
G000999675,['G000998975'],0.011132099999999999,0.09153518,0.0167013
G000999715,['G001871165'],0.263022,0.2926851,0.295981
G000999765,['G001784895'],0.017534900000000003,0.0702607,0.0202494
G000999805,['G001001555'],0.00197282,0.16274039599999998,0.2072505
G000999865,"['G001774165', 'G001775915']",0.0011856,0.06100725,0.002006715
G000999925,['G000999185'],0.00873204,0.191127664,0.243761
G000999945,['G001788715'],0.133864,0.263866,0.295981
G000999965,['G000999315'],0.00337267,0.26012836699999997,0.295981
G001000005,"['G001778435', 'G001778615']",0.00652391,0.098968822,0.08563430999999999
G001000025,['G000998975'],0.017300599999999996,0.10220369,0.01962825
G001000035,['G000999185'],0.0113086,0.17272231999999998,0.203604
G001000065,"['G000007025', 'G000010185', 'G000012145', 'G000012385', 'G000014345', 'G000018205', 'G000018245', 'G000092125', 'G000146185', 'G000178255', 'G000196435', 'G000219805', 'G000220585', 'G000255355', 'G000278215', 'G000283595', 'G000283855', 'G000283915', 'G000284075', 'G000284155', 'G000296835', 'G000312605', 'G000318095', 'G000348685', 'G000384935', 'G000388175', 'G000404925', 'G000424545', 'G000426445', 'G000426925', 'G000428705', 'G000431115', 'G000436595', 'G000437655', 'G000685275', 'G000689355', 'G000696365', 'G000702425', 'G000751075', 'G000828125', 'G000964995', 'G000965005', 'G000989955', 'G000994355', 'G000996275', 'G001004485', 'G001028525', 'G001028545', 'G001028585', 'G001436125', 'G001462175', 'G001468885', 'G001708955', 'G001708965', 'G001708975', 'G001765415', 'G001769435', 'G001769695', 'G001770005', 'G001787945', 'G001789445', 'G001789775', 'G001789955', 'G001792065', 'G001792225', 'G001792375', 'G001792575', 'G001792995', 'G001793095', 'G001829675', 'G001873875', 'G001899365', 'G001899425', 'G001917115', 'G001936255', 'G900096905', 'G900142955']",0.295981,0.295981,0.295981
G001000105,"['G000990505', 'G001002165', 'G001817635']",0.243761,0.280315,0.295981
G001000125,['G000998635'],0.00274254,0.193935844,0.27950149999999996
G001000145,['G001819635'],0.0139988,0.24471147999999998,0.263022
G001000185,['G000999675'],0.0118927,0.09171765,0.016342350000000002
G001000205,['G001002885'],0.00436283,0.118690321,0.007571710000000001
G001000215,['G000997875'],0.00103256,0.001399738,0.001314245
G001000245,['G001000665'],0.00165343,0.086833746,0.08835040499999999
G001000285,['G001780725'],0.00402654,0.005690087,0.004721335
G001000305,['G001002585'],0.00274254,0.042295176999999996,0.004549655
G001000315,['G001000865'],0.00611156,0.153661256,0.17440799999999998
G001000345,['G001001575'],0.00243596,0.199548401,0.233313
G001000385,['G001793715'],0.00451781,0.10211996699999999,0.006594694999999999
G001000395,['G001784895'],0.00178577,0.062910301,0.0077505
G001000435,['G000999165'],0.00834599,0.154391899,0.1783385
G001000465,['G001002415'],0.00399629,0.105733864,0.007992845
G001000475,['G001000745'],0.00811798,0.263898798,0.295981
G001000505,"['G001000795', 'G001000815']",0.23010999999999998,0.2558833,0.263022
G001000585,['G001778955'],0.00360762,0.12877372099999998,0.1877795
G001000595,['G001873305'],0.13538,0.19736589999999998,0.20409449999999998
G001000625,['G001774685'],0.00680395,0.071865703,0.007053665
G001000665,['G001000965'],0.0006561539999999999,0.0864640294,0.087721905
G001000675,['G000993695'],0.0154542,0.21546991999999998,0.2369355
G001000705,"['G000995235', 'G000999305']",0.00103256,0.001458159,0.00139189
G001000745,['G001000475'],0.00811798,0.254011098,0.27950149999999996
G001000795,['G001818155'],0.00257463,0.105878615,0.009345405
G001000815,['G001818155'],0.00730426,0.10812552599999999,0.014366700000000003
G001000865,['G001000315'],0.00611156,0.154432656,0.17440799999999998
G001000945,['G000998475'],0.000705841,0.0431055612,0.00312964
G001000955,['G000991205'],0.18676099999999998,0.285059,0.295981
G001000965,['G001000665'],0.0006561539999999999,0.0848375754,0.08602541500000001
G001001005,['G001001375'],0.00823165,0.14718610399999998,0.1895705
G001001045,['G001000385'],0.00550978,0.10588059,0.00742855
G001001055,['G001001365'],0.00191916,0.158963165,0.263022
G001001115,['G000996445'],0.0115761,0.26094871,0.295981
G001001125,['G001000965'],0.00121124,0.083533195,0.08485852
G001001155,['G001001345'],0.0114865,0.23742025,0.295981
G001001205,['G001818475'],0.00969064,0.138212324,0.1936095
G001001285,['G000994865'],0.00486359,0.12498100399999999,0.159146
G001001305,['G001817065'],0.00213483,0.17993436899999998,0.295981
G001001345,['G001001155'],0.0114865,0.23890085,0.295981
G001001365,['G001001055'],0.00191916,0.15898237799999998,0.263022
G001001375,['G001001005'],0.00823165,0.142423005,0.175255
G001001425,['G001818475'],0.00763299,0.173511744,0.2533915
G001001445,['G001002285'],0.00227104,0.152119083,0.18451499999999998
G001001455,['G001002405'],0.00638544,0.161586669,0.20044800000000002
G001001485,['G001001365'],0.00205363,0.15914026699999997,0.263022
G001001525,['G001784895'],0.00105797,0.062623521,0.0070491650000000005
G001001555,['G001002035'],0.00108342,0.16258911799999998,0.21089699999999997
G001001575,['G001000345'],0.00243596,0.204652818,0.263022
G001001625,['G001791195'],0.19173099999999998,0.272689,0.295981
G001001635,['G001001365'],0.0028554,0.159088398,0.263022
G001001645,['G000995915'],0.00981378,0.267364278,0.295981
G001001655,['G001001925'],0.019181200000000002,0.26500512,0.295981
G001001705,['G001001845'],0.021920500000000002,0.21618064999999997,0.23010999999999998
G001001715,['G001001635'],0.00378594,0.15969809999999998,0.263022
G001001795,['G000998935'],0.129604,0.2589062,0.295981
G001001845,['G001001705'],0.021920500000000002,0.20798695,0.23164600000000002
G001001885,['G001001955'],0.00181236,0.036295235,0.0031702650000000002
G001001925,['G001001655'],0.019181200000000002,0.26065602,0.295981
G001001935,['G001778735'],0.100152,0.1736287,0.12392750000000002
G001001955,['G001029675'],0.00152214,0.034750333,0.0018657
G001002005,['G001793855'],0.00390583,0.260181683,0.295981
G001002015,['G001779555'],0.00884936,0.23529040099999998,0.295981
G001002035,['G001001555'],0.00108342,0.16264441599999999,0.21089699999999997
G001002095,['G001003525'],0.1233,0.24770499999999998,0.27950149999999996
G001002165,['G001817635'],0.00045892400000000004,0.2612067924,0.295981
G001002185,['G001790575'],0.0216393,0.23393793,0.243761
G001002205,['G001002415'],0.00528099,0.109365698,0.00855902
G001002285,['G001001445'],0.00227104,0.179386836,0.19882899999999998
G001002295,['G001002285'],0.00331442,0.175161411,0.22482049999999998
G001002325,['G001002525'],0.00165343,0.196872605,0.27950149999999996
G001002345,['G001002415'],0.00594242,0.097726492,0.008732665
G001002355,['G001786095'],0.19173099999999998,0.2634513,0.295981
G001002405,['G001001455'],0.00638544,0.165662915,0.21089699999999997
G001002415,['G001000465'],0.00399629,0.115176998,0.00751426
G001002455,['G001001455'],0.00645455,0.154684726,0.21089699999999997
G001002485,['G001778415'],0.011938299999999999,0.013595369999999999,0.013281949999999999
G001002525,['G001773795'],0.00144387,0.18364899899999998,0.263022
G001002565,['G001002765'],0.00224371,0.266607271,0.295981
G001002585,['G001002795'],0.00224371,0.043875839,0.00294113
G001002605,"['G001774635', 'G001774655', 'G001774675', 'G001776255']",0.00162709,0.069265787,0.004460755
G001002655,['G001001555'],0.00378594,0.16166959,0.215214
G001002765,['G001002565'],0.00224371,0.266607271,0.295981
G001002785,['G001000465'],0.0084995,0.117281778,0.00989646
G001002795,['G001003095'],0.000508006,0.0395841006,0.002955285
G001002845,['G001002355'],0.219531,0.2619688,0.263022
G001002885,['G001000205'],0.00436283,0.11545164899999999,0.007524315
G001002965,['G001791385'],0.00785531,0.159234445,0.22050349999999996
G001003045,['G001820565'],0.00645455,0.149725101,0.18808
G001003065,['G001003855'],0.00944662,0.240814762,0.295981
G001003085,['G001821755'],0.00857671,0.142236785,0.13222035000000001
G001003095,['G001002795'],0.000508006,0.0395735395,0.002892205
G001003155,['G001003675'],0.00800497,0.033089424,0.01087795
G001003165,"['G000999035', 'G001003605']",0.263022,0.2893892,0.295981
G001003225,['G001824885'],0.00948708,0.172956548,0.24663649999999998
G001003245,['G001002455'],0.0100623,0.14311593,0.1945115
G001003265,['G000992125'],0.203604,0.2867433,0.295981
G001003305,['G001783905'],0.203604,0.25516829999999996,0.263022
G001003325,['G001824325'],0.023677700000000003,0.25364567,0.295981
G001003345,['G001792265'],0.23010999999999998,0.2893939,0.295981
G001003385,['G001770165'],0.263022,0.2926851,0.295981
G001003415,['G001776755'],0.197292,0.2768744,0.295981
G001003425,['G000998475'],0.00308338,0.041545404999999994,0.004825295
G001003465,['G001775635'],0.00916565,0.033612700999999995,0.01151425
G001003525,['G001004105'],0.00537869,0.249652669,0.295981
G001003585,['G001001375'],0.011264299999999998,0.14473956999999998,0.182745
G001003605,['G000999035'],0.00461146,0.205778146,0.21156750000000002
G001003645,['G000998475'],0.00853806,0.045857467,0.00928558
G001003675,['G001773735'],0.00726808,0.032129035,0.00984326
G001003705,['G001004025'],0.00458019,0.252173819,0.295981
G001003725,"['G000019745', 'G000020545', 'G000064305', 'G000741785', 'G000803625', 'G001190015', 'G001315945', 'G001625015', 'G001790495', 'G900102085']",0.295981,0.295981,0.295981
G001003755,['G001029675'],0.00411762,0.059958435,0.00526476
G001003785,['G001003905'],0.000805673,0.2172635993,0.263022
G001003805,['G001781845'],0.014662600000000001,0.25032116,0.295981
G001003845,['G001781465'],0.0645437,0.26294956999999997,0.295981
G001003855,['G001003065'],0.00944662,0.231802462,0.263022
G001003905,['G001003785'],0.000805673,0.2172531543,0.263022
G001004005,"['G000993415', 'G000994025', 'G000994785', 'G000995155', 'G000995625', 'G000996025', 'G000996185', 'G000998065', 'G001785415', 'G001824095', 'G001824295']",0.263022,0.263022,0.263022
G001004025,['G001003705'],0.00458019,0.248877919,0.295981
G001004055,['G001003905'],0.00144387,0.217958619,0.263022
G001004105,['G001003525'],0.00537869,0.250149669,0.295981
G001004225,['G001821165'],0.0106974,0.09377327999999999,0.01784495
G001004265,"['G001781275', 'G001781355', 'G001781445', 'G001781795']",0.243761,0.2553176,0.263022
G001004285,['G001004435'],0.0116661,0.25662751,0.295981
G001004305,['G001004355'],0.0042398,0.23329158,0.263022
G001004355,['G001004305'],0.0042398,0.23714377999999997,0.263022
G001004375,['G001004445'],0.00594242,0.227611914,0.295981
G001004435,['G001004285'],0.0116661,0.25576871,0.295981
G001004445,['G001029795'],0.00495906,0.224700748,0.295981
G001004485,['G001775155'],0.263022,0.2926851,0.295981
G001004575,['G000996355'],0.263022,0.2926851,0.295981
G001004665,['G001004755'],0.00594242,0.168305986,0.17659750000000002
G001004735,['G001789085'],0.0128243,0.039654089999999996,0.0130879
G001004755,['G001775435'],0.00531349,0.211543191,0.263022
G001004775,['G001789075'],0.00857671,0.036144572,0.008947670000000001
G001004835,"['G001787755', 'G001789085']",0.013112,0.03713274,0.01342805
G001004905,['G001005015'],0.0031121,0.26010231,0.295981
G001004965,['G001818655'],0.0233014,0.241875,0.295981
G001004985,['G001781445'],0.0142518,0.17083973,0.227329
G001005015,['G001004905'],0.0031121,0.25680641,0.295981
G001005035,"['G001781285', 'G001781885', 'G001818535']",0.219531,0.26123219999999997,0.263022
G001005085,['G000444875'],0.12827,0.1362594,0.13694800000000001
G001005145,['G001270745'],0.09748689999999999,0.19423448999999998,0.21089699999999997
G001005175,['G000379865'],0.159146,0.1718591,0.1762905
G001005215,"['G000723405', 'G000745855']",0.197292,0.21758799999999998,0.219531
G001005265,"['G001466665', 'G001953175']",0.263022,0.2893892,0.295981
G001005305,['G000154725'],0.19173099999999998,0.2509875,0.263022
G001005315,['G000154725'],0.167688,0.2362178,0.243761
G001005825,['G000757525'],0.178173,0.1976715,0.197292
G001005905,['G000330705'],0.161822,0.23135099999999997,0.22482049999999998
G001006045,['G000789255'],0.219531,0.2765222,0.295981
G001006065,['G000747525'],0.147707,0.2514905,0.263022
G001006085,['G000186365'],0.00508714,0.260299814,0.295981
G001006305,"['G000022565', 'G000178955', 'G000494755', 'G001449115', 'G001613505']",0.263022,0.27950149999999996,0.27950149999999996
G001006805,['G000735605'],0.23010999999999998,0.25587859999999996,0.263022
G001007025,['G001007125'],0.00028831,0.0989921069,0.00663003
G001007045,['G001007125'],0.00028831,0.0989921069,0.00663003
G001007065,['G001007125'],0.00028831,0.0989921069,0.00663003
G001007085,['G001007125'],0.00028831,0.0989921069,0.00663003
G001007105,['G001007125'],0.00028831,0.0989921069,0.00663003
G001007125,['G000091085'],0.000191626,0.0002908098,0.00028831
G001007145,['G001007125'],0.00028831,0.0989921069,0.00663003
G001007605,['G000968335'],4.769060000000001e-05,0.12955914906,0.1594425
G001007625,['G000586015'],0.1233,0.180734,0.136976
G001007635,['G002018045'],0.0177716,0.14240991,0.135402
G001007665,['G001007635'],0.12214000000000001,0.1733363,0.14029049999999998
G001007875,['G000428045'],0.18676099999999998,0.2515437,0.263022
G001007935,['G900106545'],0.026648400000000003,0.18494236,0.197292
G001007995,['G001507665'],0.0610707,0.16954307,0.18924599999999997
G001008165,['G001028705'],0.164662,0.2266822,0.2369355
G001008755,['G001591905'],0.00014350299999999998,0.107511804,0.026226700000000002
G001010185,['G000496435'],0.00495906,0.011348876,0.012658599999999999
G001010245,['G000472265'],0.0148187,0.01661206,0.0162193
G001010285,"['G000252955', 'G000968175']",0.197292,0.2232429,0.22050349999999996
G001010485,['G000499365'],0.0164427,0.053189770000000004,0.07389014999999999
G001010805,['G000420325'],0.23010999999999998,0.2676924,0.263022
G001010945,"['G000013985', 'G000803645']",0.21089699999999997,0.21992,0.219531
G001011035,['G000725795'],0.170926,0.1820727,0.18226900000000001
G001011155,['G000759435'],0.18226900000000001,0.2348816,0.243761
G001012655,['G000161895'],0.00134007,0.030226289,0.00286971
G001012675,"['G000161895', 'G000162435']",0.00199971,0.030398183,0.00396611
G001012735,['G001012655'],0.00294054,0.03227096,0.003981235
G001012745,['G000161895'],0.00149601,0.031275672,0.00387642
G001012775,['G001649505'],0.056531700000000004,0.07625851,0.05945375
G001012815,"['G000467125', 'G000772105']",0.19173099999999998,0.1994339,0.197292
G001012825,['G000758725'],0.11778499999999999,0.23365049999999998,0.243761
G001013375,['G000418515'],0.17440799999999998,0.1802541,0.18226900000000001
G001013905,['G001660045'],0.132399,0.1385104,0.138572
G001014615,['G000236565'],0.18226900000000001,0.2100292,0.21089699999999997
G001014645,['G001306995'],0.12827,0.1561735,0.161822
G001015055,['G000430625'],0.23010999999999998,0.2578047,0.263022
G001017125,['G000015825'],0.05813719999999999,0.12598431,0.138847
G001017175,['G000262405'],0.167688,0.2292184,0.243761
G001017435,"['G000689195', 'G001425785']",0.19173099999999998,0.202253,0.20044800000000002
G001017485,['G001653905'],0.0160531,0.11443404,0.0909343
G001017615,['G002009415'],9.55247e-05,0.00019178657,0.0001675645
G001017655,"['G000294515', 'G900119705']",0.263022,0.2893892,0.295981
G001020565,['G900141855'],0.170926,0.24474289999999999,0.2533915
G001020585,['G000007705'],0.10684500000000001,0.1883293,0.197292
G001020955,['G000745395'],0.13097899999999998,0.1865474,0.1969695
G001020985,"['G000156595', 'G000980835', 'G001876195']",0.263022,0.2860933,0.295981
G001021025,"['G000411375', 'G000577555', 'G000835165', 'G000980815', 'G001263755', 'G001277995']",0.243761,0.2514654,0.243761
G001021045,['G000835165'],0.197292,0.2320396,0.243761
G001021065,"['G000577555', 'G000833575', 'G000835165']",0.21089699999999997,0.2211724,0.219531
G001021085,"['G000023765', 'G000346595', 'G000590865', 'G000820625', 'G000829355', 'G001296945', 'G001430705', 'G001969535']",0.18226900000000001,0.1879993,0.18226900000000001
G001021165,['G000255135'],0.19173099999999998,0.2558929,0.263022
G001021385,['G000559085'],0.118834,0.1759842,0.18676099999999998
G001021495,['G000164135'],0.08775060000000001,0.15188116,0.1580225
G001021505,['G001673105'],0.08624910000000001,0.15762161,0.1610705
G001021555,['G001296025'],0.243761,0.2610959,0.263022
G001021715,['G000725405'],0.12214000000000001,0.1941427,0.203604
G001021935,['G000815185'],0.0994698,0.14259978,0.147707
G001021975,['G900113975'],0.159146,0.1811026,0.18226900000000001
G001022135,['G000694955'],0.133864,0.1763381,0.18226900000000001
G001022195,['G000784965'],0.12214000000000001,0.1488364,0.155421
G001023575,"['G000011345', 'G000014265', 'G000015585', 'G000018105', 'G000021825', 'G000022045', 'G000023145', 'G000147335', 'G000155555', 'G000155595', 'G000173555', 'G000175415', 'G000176895', 'G000210375', 'G000238775', 'G000264455', 'G000300335', 'G000307915', 'G000309945', 'G000317045', 'G000317515', 'G000353285', 'G000374645', 'G000378105', 'G000445125', 'G000473225', 'G000478195', 'G000505665', 'G000600975', 'G000619885', 'G000687435', 'G000689375', 'G000710505', 'G000733415', 'G000745345', 'G000745545', 'G000775285', 'G000812025', 'G000817095', 'G000817105', 'G000855665', 'G000973065', 'G000974245', 'G000987385', 'G001001205', 'G001029505', 'G001192835', 'G001314865', 'G001403875', 'G001438305', 'G001447355', 'G001485215', 'G001543395', 'G001548435', 'G001603425', 'G001611905', 'G001702175', 'G001746915', 'G001769775', 'G001818475', 'G001818855', 'G001870905', 'G001873365', 'G001895925', 'G001897445', 'G001918165', 'G001939115', 'G002003465', 'G900009135', 'G900010725', 'G900106955']",0.295981,0.295981,0.295981
G001025035,['G001424565'],0.263022,0.2926851,0.295981
G001025155,['G000010425'],0.151946,0.1963189,0.20044800000000002
G001025175,['G000007525'],0.10684500000000001,0.17921199999999998,0.18924599999999997
G001026905,['G000982415'],0.159146,0.2822975,0.295981
G001026945,['G000152065'],2.3827399999999998e-05,0.00016782631,0.00011949600000000001
G001026985,['G900112475'],0.0115761,0.23354710999999997,0.263022
G001027005,['G000970065'],0.00587519,0.062306613999999996,0.07461545
G001027025,['G000023325'],0.243761,0.26439179999999995,0.263022
G001027285,['G000335475'],0.142009,0.2083292,0.203604
G001027545,"['G000021725', 'G000023705', 'G000163555', 'G000211855', 'G000235445', 'G000246925', 'G000284235', 'G000340885', 'G000346485', 'G000376585', 'G000379945', 'G000380705', 'G000398765', 'G000399825', 'G000402095', 'G000405885', 'G000406905', 'G000413415', 'G000423385', 'G000432575', 'G000435275', 'G000437655', 'G000494205', 'G000687735', 'G000687835', 'G000736415', 'G000958505', 'G000989525', 'G000989565', 'G000989635', 'G000991385', 'G000991575', 'G000991855', 'G000991935', 'G000991965', 'G001003785', 'G001003905', 'G001004055', 'G001508895', 'G001577715', 'G001603555', 'G001730715', 'G001769535', 'G001769705', 'G001779925', 'G001784095', 'G001788765', 'G001788885', 'G001822425', 'G001829675', 'G001829705', 'G001830775', 'G001865835', 'G001899365', 'G001899425', 'G001917115', 'G001953195', 'G900141875']",0.295981,0.295981,0.295981
G001027745,"['G000258495', 'G001423945']",0.18676099999999998,0.19589209999999999,0.197292
G001027865,"['G000186165', 'G000196295', 'G900086555']",0.219531,0.2323967,0.23010999999999998
G001027925,['G000346315'],0.129604,0.1972537,0.158304
G001027945,['G000430545'],0.21089699999999997,0.2315333,0.23010999999999998
G001028025,['G001404335'],0.14382999999999999,0.233271,0.243761
G001028525,['G001028545'],0.045677999999999996,0.17458511,0.21089699999999997
G001028545,['G001028585'],0.03883880000000001,0.20985051999999998,0.27950149999999996
G001028585,['G001028545'],0.03883880000000001,0.21612133,0.295981
G001028605,['G001028545'],0.0515304,0.20997356,0.263022
G001028625,['G000744895'],0.203604,0.2299406,0.23010999999999998
G001028645,['G001471555'],0.0128243,0.17045692999999998,0.18676099999999998
G001028705,['G000767465'],0.159146,0.2064993,0.215214
G001029265,['G000565195'],0.0653942,0.22606201999999997,0.23010999999999998
G001029285,['G000255115'],0.170926,0.24804359999999998,0.263022
G001029295,"['G000021925', 'G000190635', 'G000231385', 'G000960765']",0.243761,0.2553176,0.263022
G001029445,"['G000331515', 'G000940995']",0.203604,0.2188504,0.219531
G001029455,['G000730475'],0.18226900000000001,0.2200247,0.23010999999999998
G001029505,"['G000014185', 'G000023405', 'G000225825', 'G000293785', 'G000308655', 'G000333455', 'G000421545', 'G000422565', 'G000428825', 'G000430865', 'G000468475', 'G000619885', 'G000661895', 'G000711295', 'G000725495', 'G000739935', 'G001007995', 'G001426925', 'G001553605', 'G001648175', 'G900106955']",0.263022,0.263022,0.263022
G001029635,['G000998475'],0.00058191,0.039501084,0.0029155
G001029675,['G001774295'],0.00060662,0.0604585693,0.0013795349999999999
G001029715,['G000993185'],9.55247e-05,0.23384742746999998,0.295981
G001029795,['G001004445'],0.00495906,0.222667578,0.295981
G001029935,"['G001932835', 'G001932915']",0.0009061239999999999,0.0010481974,0.0010326455000000002
G001037925,['G001619695'],0.167688,0.188935,0.1877325
G001038205,"['G000015885', 'G000019405', 'G000021885', 'G000209675', 'G000444565', 'G000521765', 'G000688835', 'G000771775', 'G000771955', 'G000772295', 'G001611775', 'G001938355', 'G002015085']",0.23010999999999998,0.23010999999999998,0.23010999999999998
G001038425,['G001038485'],0.17440799999999998,0.23937689999999998,0.243761
G001038485,['G001038425'],0.17440799999999998,0.24300629999999998,0.263022
G001038505,['G900110775'],0.178173,0.1972821,0.203604
G001038565,['G000292245'],0.219531,0.2685653,0.263022
G001038625,"['G000484505', 'G001623875', 'G900129955']",0.219531,0.24804859999999998,0.263022
G001039045,['G001982205'],0.178173,0.2173082,0.219531
G001039265,['G000316515'],0.170926,0.2093408,0.215214
G001039275,['G001423865'],0.0210864,0.07130039,0.0626066
G001039475,"['G000005825', 'G000006865', 'G000007825', 'G000007845', 'G000008165', 'G000008505', 'G000014205', 'G000017005', 'G000024945', 'G000026745', 'G000027165', 'G000148995', 'G000164675', 'G000187465', 'G000211835', 'G000213825', 'G000221605', 'G000253395', 'G000269945', 'G000285535', 'G000292245', 'G000321185', 'G000340795', 'G000344275', 'G000379985', 'G000380025', 'G000385925', 'G000407285', 'G000438455', 'G000455225', 'G000497245', 'G000505545', 'G000513115', 'G000513135', 'G000648615', 'G000702545', 'G000712595', 'G000785515', 'G000934465', 'G000952975', 'G001182825', 'G001243895', 'G001275645', 'G001278805', 'G001318405', 'G001420855', 'G001458115', 'G001484965', 'G001514435', 'G001590785', 'G001730235', 'G001742305', 'G001832905', 'G002003465', 'G900103915']",0.263022,0.263022,0.263022
G001039555,['G000167195'],0.00547692,0.102721378,0.08371585
G001039575,"['G000265245', 'G000378505']",0.21089699999999997,0.2282469,0.23010999999999998
G001039615,['G001039555'],0.00641996,0.107986978,0.08551195
G001039635,['G001050835'],0.00328537,0.109243785,0.08811345
G001039735,['G000159215'],0.00726808,0.009980169,0.0107434
G001040845,['G000014585'],0.0730018,0.21583038,0.243761
G001040865,['G000218545'],0.13538,0.1782016,0.18676099999999998
G001040945,['G001189955'],0.154223,0.1876999,0.1945115
G001042405,['G001436775'],0.011176100000000001,0.17343350999999999,0.205631
G001042525,['G001042545'],7.15897e-05,0.09509992094,0.11702045
G001042545,['G001042525'],7.15897e-05,0.09510470777,0.11702045
G001042595,['G000010425'],0.156619,0.19553979999999999,0.197292
G001042635,['G000165905'],0.164662,0.1825919,0.18451499999999998
G001042675,"['G000160835', 'G001435475']",0.23010999999999998,0.2564396,0.263022
G001042695,['G000269605'],0.23010999999999998,0.25587859999999996,0.263022
G001042715,['G900111615'],0.23010999999999998,0.25587859999999996,0.263022
G001043175,['G000169375'],0.0683793,0.23970553,0.263022
G001043915,['G001548015'],0.0909306,0.16672066,0.1762905
G001044175,"['G000011305', 'G000442645', 'G000767055', 'G000819445', 'G000833575', 'G001639025']",0.243761,0.2514654,0.243761
G001044195,['G001276615'],0.0239829,0.25662388999999997,0.295981
G001044235,['G000266905'],0.13538,0.1575663,0.1594425
G001044245,['G001044235'],0.142009,0.1795608,0.18451499999999998
G001044335,"['G000016345', 'G000023705', 'G000242875', 'G000953015', 'G000981505']",0.243761,0.2533915,0.2533915
G001044395,['G000426125'],0.18676099999999998,0.20374769999999998,0.2072505
G001044495,['G001044505'],0.0345853,0.26984143,0.295981
G001044505,['G001044495'],0.0345853,0.26984143,0.295981
G001045435,['G000735695'],0.18676099999999998,0.2254763,0.23010999999999998
G001045465,['G000737765'],0.140258,0.1762942,0.1783385
G001045525,"['G000007145', 'G000147675', 'G000158495', 'G000243155', 'G000282995', 'G000407485', 'G000478985', 'G000832305', 'G001431195', 'G001750685']",0.263022,0.263022,0.263022
G001045555,['G000166295'],0.167688,0.189004,0.18676099999999998
G001045675,"['G000283495', 'G000332735', 'G000381065', 'G000478965']",0.23010999999999998,0.24600499999999997,0.243761
G001046635,['G001742225'],0.154223,0.1824141,0.18451499999999998
G001046855,['G000426385'],0.203604,0.2144847,0.215214
G001046875,['G001050535'],0.203604,0.2226716,0.219531
G001046955,['G000768315'],0.132399,0.17971289999999998,0.18924599999999997
G001047095,['G000185045'],0.000191626,0.17227523679999998,0.219531
G001047115,['G900108455'],4.769060000000001e-05,0.20077676906,0.219531
G001047135,"['G001047115', 'G900108455']",0.14382999999999999,0.2144814,0.21089699999999997
G001047215,['G001865765'],0.00904645,0.009125883999999999,0.009145745
G001047375,"['G000008685', 'G000017045', 'G000063585', 'G000379025', 'G000469625', 'G000807255']",0.263022,0.2762056,0.263022
G001047695,['G000787735'],0.0126819,0.06747774,0.016782099999999998
G001049335,['G000023605'],0.18676099999999998,0.2204856,0.219531
G001049355,"['G000015305', 'G001583415']",0.178173,0.1861921,0.18676099999999998
G001049735,['G001458315'],0.161822,0.2419064,0.243761
G001049775,['G000159235'],0.0258115,0.18660176,0.22482049999999998
G001049895,"['G000007325', 'G000010125', 'G000014465', 'G000024905', 'G000056065', 'G000158275', 'G000203855', 'G000214435', 'G000258405', 'G000271445', 'G000272145', 'G000285515', 'G000294715', 'G000307105', 'G000317835', 'G000368865', 'G000371425', 'G000373965', 'G000376985', 'G000384075', 'G000397885', 'G000403375', 'G000410635', 'G000426085', 'G000431135', 'G000455265', 'G000463075', 'G000466385', 'G000473245', 'G000498955', 'G000526395', 'G000621125', 'G000686845', 'G000702165', 'G000706645', 'G000711975', 'G000744415', 'G000745175', 'G000752035', 'G000763315', 'G000786105', 'G000787385', 'G000829465', 'G000953015', 'G000969835', 'G000991725', 'G000993185', 'G001029295', 'G001029715', 'G001050435', 'G001189195', 'G001311375', 'G001420595', 'G001432245', 'G001434815', 'G001434835', 'G001435095', 'G001439625', 'G001512985', 'G001543395', 'G001677435', 'G001693435', 'G001709035', 'G001797695', 'G001802445', 'G001802455', 'G001854465', 'G001873845', 'G001982205', 'G900105645', 'G900107695', 'G900108995', 'G900112445', 'G900112735', 'G900112775', 'G900112935', 'G900113645', 'G900114425', 'G900129305', 'G900129415']",0.295981,0.295981,0.295981
G001049915,['G001280875'],0.011621,0.22688629999999999,0.243761
G001050095,['G001267865'],0.18676099999999998,0.2135557,0.215214
G001050115,"['G000380045', 'G000612625', 'G000812025', 'G001562415']",0.243761,0.2553176,0.263022
G001050135,['G000222485'],0.14382999999999999,0.26735,0.295981
G001050215,['G001306055'],0.00011949600000000001,0.2663948496,0.295981
G001050235,"['G000017265', 'G000717025', 'G001014645', 'G001050275', 'G001306095']",0.263022,0.27950149999999996,0.27950149999999996
G001050255,"['G000283235', 'G900113695']",0.263022,0.2893892,0.295981
G001050275,['G001306095'],7.15897e-05,0.26309415897,0.295981
G001050305,['G000525955'],0.14382999999999999,0.214908,0.243761
G001050375,['G000281085'],0.197292,0.2512365,0.263022
G001050435,['G000383435'],0.167688,0.21196009999999998,0.2072505
G001050475,['G001434665'],0.178173,0.2419653,0.243761
G001050535,['G001427915'],0.197292,0.21312419999999999,0.215214
